movie_name,is_adult,year_of_release,genres,actor_1,actor_2,actor_3,imdb_rating,comb
Hindi Medium,0,2017,comedy drama,irrfan khan,saba qamar,dishita sehgal,7.8,Hindi Medium comedy drama irrfan khan saba qamar dishita sehgal
Sweetiee Weds NRI,0,2017,comedy drama romance,himansh kohli,zoya afroz,darshan jariwala,3.5,Sweetiee Weds NRI comedy drama romance himansh kohli zoya afroz darshan jariwala
Dobaara See Your Evil,0,2017,horror mystery,adil hussain,huma qureshi,madalina bellariu ion,3.9,Dobaara See Your Evil horror mystery adil hussain huma qureshi madalina bellariu ion
Flat 211,0,2017,crime mystery thriller,jayesh raj,sonal singh,samonica shrivastava,5.9,Flat 211 crime mystery thriller jayesh raj sonal singh samonica shrivastava
Dear Maya,0,2017,drama romance,manisha koirala,madiha imam,shreya chaudhary,5.2,Dear Maya drama romance manisha koirala madiha imam shreya chaudhary
Raabta,0,2017,action adventure drama,deepika padukone,kriti sanon,sushant singh rajput,4.1,Raabta action adventure drama deepika padukone kriti sanon sushant singh rajput
Behen Hogi Teri,0,2017,comedy,rajkummar rao,shruti haasan,gautam gulati,5.5,Behen Hogi Teri comedy rajkummar rao shruti haasan gautam gulati
Tubelight,0,2017,drama war,salman khan,sohail khan,om puri,4.0,Tubelight drama war salman khan sohail khan om puri
Bank Chor,0,2017,action comedy thriller,riteish deshmukh,vivek oberoi,rhea chakraborty,5.9,Bank Chor action comedy thriller riteish deshmukh vivek oberoi rhea chakraborty
Ek Haseena Thi Ek Deewana Tha,0,2017,drama,shiv darshan,natasha fernandez,upen patel,5.0,Ek Haseena Thi Ek Deewana Tha drama shiv darshan natasha fernandez upen patel
Jagga Jasoos,0,2017,action adventure comedy,ranbir kapoor,katrina kaif,saswata chatterjee,6.4,Jagga Jasoos action adventure comedy ranbir kapoor katrina kaif saswata chatterjee
Night,0,2017,drama romance,ashish bisht,simon frenay,areesz ganddi,4.4,Night drama romance ashish bisht simon frenay areesz ganddi
Lipstick Under My Burkha,0,2016,drama,aahana kumra,ratna pathak shah,konkona sen sharma,6.8,Lipstick Under My Burkha drama aahana kumra ratna pathak shah konkona sen sharma
Bachche Kachche Sachche,0,2017,drama short,manoj babani,mukesh tiwari,,0.0,Bachche Kachche Sachche drama short manoj babani mukesh tiwari 
G Kutta Se,0,2017,drama,rajveer ankur singh,neha chauhan,vibha tyagi,8.3,G Kutta Se drama rajveer ankur singh neha chauhan vibha tyagi
Indu Sarkar,0,2017,drama history thriller,kirti kulhari,tota roy chowdhury,neil nitin mukesh,6.0,Indu Sarkar drama history thriller kirti kulhari tota roy chowdhury neil nitin mukesh
Jab Harry Met Sejal,0,2017,comedy drama romance,shah rukh khan,anushka sharma,björn freiberg,5.3,Jab Harry Met Sejal comedy drama romance shah rukh khan anushka sharma björn freiberg
Munna Michael,0,2017,action drama music,tiger shroff,nidhhi agerwal,nawazuddin siddiqui,3.4,Munna Michael action drama music tiger shroff nidhhi agerwal nawazuddin siddiqui
Toilet - Ek Prem Katha,0,2017,comedy drama,akshay kumar,bhumi pednekar,sudhir pandey,7.2,Toilet - Ek Prem Katha comedy drama akshay kumar bhumi pednekar sudhir pandey
Mubarakan,0,2017,comedy romance,anil kapoor,arjun kapoor,ileana d'cruz,5.6,Mubarakan comedy romance anil kapoor arjun kapoor ileana d'cruz
Guest iin London,0,2017,comedy,kartik aaryan,kriti kharbanda,paresh rawal,5.4,Guest iin London comedy kartik aaryan kriti kharbanda paresh rawal
Bareilly Ki Barfi,0,2017,comedy romance,ayushmann khurrana,kriti sanon,rajkummar rao,7.5,Bareilly Ki Barfi comedy romance ayushmann khurrana kriti sanon rajkummar rao
Babumoshai Bandookbaaz,0,2017,action crime thriller,nawazuddin siddiqui,bidita bag,jatin goswami,6.9,Babumoshai Bandookbaaz action crime thriller nawazuddin siddiqui bidita bag jatin goswami
YADVI The Dignified Princess,0,2017,biography drama history,prisha aneja,vinti aneja,marianne borgo,8.2,YADVI The Dignified Princess biography drama history prisha aneja vinti aneja marianne borgo
Qaidi Band,0,2017,drama music,aadar jain,anya singh,mikhail yawalkar,5.7,Qaidi Band drama music aadar jain anya singh mikhail yawalkar
Shubh Mangal Saavdhan,0,2017,comedy romance,ayushmann khurrana,bhumi pednekar,seema bhargava,6.9,Shubh Mangal Saavdhan comedy romance ayushmann khurrana bhumi pednekar seema bhargava
Raag Desh,0,2017,action drama history,kunal kapoor,amit sadh,mohit marwah,8.3,Raag Desh action drama history kunal kapoor amit sadh mohit marwah
Daddy,0,2017,action biography crime,arjun rampal,aishwarya rajesh,nishikant kamat,6.3,Daddy action biography crime arjun rampal aishwarya rajesh nishikant kamat
Simran,0,2017,crime drama thriller,kangana ranaut,sohum shah,esha tewari,5.3,Simran crime drama thriller kangana ranaut sohum shah esha tewari
Lucknow Central,0,2017,action drama music,farhan akhtar,diana penty,inaamulhaq,6.2,Lucknow Central action drama music farhan akhtar diana penty inaamulhaq
A Gentleman,0,2017,action comedy,sidharth malhotra,jacqueline fernandez,darshan kumaar,6.3,A Gentleman action comedy sidharth malhotra jacqueline fernandez darshan kumaar
Viceroy's House,0,2017,biography drama history,hugh bonneville,gillian anderson,manish dayal,6.7,Viceroy's House biography drama history hugh bonneville gillian anderson manish dayal
Patel Ki Punjabi Shaadi,0,2017,comedy,rishi kapoor,paresh rawal,vir das,3.9,Patel Ki Punjabi Shaadi comedy rishi kapoor paresh rawal vir das
Newton,0,2017,drama,rajkummar rao,pankaj tripathi,anjali patil,7.7,Newton drama rajkummar rao pankaj tripathi anjali patil
The Final Exit,0,2017,horror,kunaal roy kapur,mukesh hariawala,elena kazan,6.2,The Final Exit horror kunaal roy kapur mukesh hariawala elena kazan
Bhoomi,0,2017,action drama,sunny leone,sanjay dutt,aditi rao hydari,5.3,Bhoomi action drama sunny leone sanjay dutt aditi rao hydari
Haseena Parkar,0,2017,biography crime thriller,shraddha kapoor,ankur bhatia,archana gautam,4.2,Haseena Parkar biography crime thriller shraddha kapoor ankur bhatia archana gautam
J.D.,0,2017,drama,rina charaniya,arvind gaur,jasveer kaur,6.5,J.D. drama rina charaniya arvind gaur jasveer kaur
Haraamkhor,0,2015,drama romance,nawazuddin siddiqui,shweta tripathi,trimala adhikari,6.4,Haraamkhor drama romance nawazuddin siddiqui shweta tripathi trimala adhikari
Poster Boys,0,2017,comedy,sunny deol,bobby deol,shreyas talpade,5.5,Poster Boys comedy sunny deol bobby deol shreyas talpade
Mom,0,2017,crime drama thriller,sridevi,akshaye khanna,sajal ali,7.3,Mom crime drama thriller sridevi akshaye khanna sajal ali
Chef,0,2017,comedy drama family,saif ali khan,padmapriya,svar kamble,5.7,Chef comedy drama family saif ali khan padmapriya svar kamble
Ranchi Diaries,0,2017,thriller,soundarya sharma,pradeep singh,anupam kher,7.4,Ranchi Diaries thriller soundarya sharma pradeep singh anupam kher
Babuji Ek Ticket Bambai,0,2017,comedy drama,sudha chandran,yashpal sharma,,0.0,Babuji Ek Ticket Bambai comedy drama sudha chandran yashpal sharma 
Rukh,0,2017,drama mystery,manoj bajpayee,smita tambe,adarsh gourav,6.4,Rukh drama mystery manoj bajpayee smita tambe adarsh gourav
Secret Superstar,0,2017,drama music,zaira wasim,meher vij,raj arjun,7.9,Secret Superstar drama music zaira wasim meher vij raj arjun
The House Next Door,0,2017,horror,prakash belawadi,khushi hajare,andrea jeremiah,6.8,The House Next Door horror prakash belawadi khushi hajare andrea jeremiah
Ribbon,0,2017,drama family,kalki koechlin,sumeet vyas,,6.9,Ribbon drama family kalki koechlin sumeet vyas 
Shaadi Mein Zaroor Aana,0,2017,drama family romance,rajkummar rao,kriti kharbanda,k.k. raina,7.6,Shaadi Mein Zaroor Aana drama family romance rajkummar rao kriti kharbanda k.k. raina
Jia aur Jia,0,2017,drama,richa chadha,kalki koechlin,arslan goni,4.6,Jia aur Jia drama richa chadha kalki koechlin arslan goni
Qarib Qarib Singlle,0,2017,comedy romance,irrfan khan,parvathy thiruvothu,bajrangbali singh,7.0,Qarib Qarib Singlle comedy romance irrfan khan parvathy thiruvothu bajrangbali singh
Aksar 2,0,2017,crime drama mystery,zareen khan,gautam rode,lillete dubey,3.7,Aksar 2 crime drama mystery zareen khan gautam rode lillete dubey
Panchlait,0,2017,drama,nayna bandhopadhyay,uma basu,punya darshan gupta,8.0,Panchlait drama nayna bandhopadhyay uma basu punya darshan gupta
Tumhari Sulu,0,2017,comedy drama,vidya balan,manav kaul,neha dhupia,7.0,Tumhari Sulu comedy drama vidya balan manav kaul neha dhupia
Julie 2,0,2017,drama romance,nishikant kamat,raai laxmi,rati agnihotri,2.5,Julie 2 drama romance nishikant kamat raai laxmi rati agnihotri
Dark wind,0,2017,drama,sanjay mishra,ranvir shorey,tillotama shome,8.0,Dark wind drama sanjay mishra ranvir shorey tillotama shome
Firangi,0,2017,comedy drama,kapil sharma,ishita dutta,monica gill,4.5,Firangi comedy drama kapil sharma ishita dutta monica gill
Fukrey Returns,0,2017,comedy,pulkit samrat,manjot singh,ali fazal,6.5,Fukrey Returns comedy pulkit samrat manjot singh ali fazal
Monsoon Shootout,0,2013,action crime drama,vijay varma,nawazuddin siddiqui,neeraj kabi,6.5,Monsoon Shootout action crime drama vijay varma nawazuddin siddiqui neeraj kabi
Ajji,0,2017,drama,sushama deshpande,smita tambe,sharvani suryavanshi,7.0,Ajji drama sushama deshpande smita tambe sharvani suryavanshi
Chalk N Duster,0,2016,drama,richa chadha,,unknown,6.5,Chalk N Duster drama richa chadha  unknown
Rebellious Flower,0,2016,biography drama,prince shah,shashank singh,mantra,6.8,Rebellious Flower biography drama prince shah shashank singh mantra
Shackle,0,2015,drama,tanima bhattacharya,chetan sharma,harish hariaudh,7.4,Shackle drama tanima bhattacharya chetan sharma harish hariaudh
Airlift,0,2016,drama history,akshay kumar,nimrat kaur,kumud mishra,8.0,Airlift drama history akshay kumar nimrat kaur kumud mishra
Sallu Ki Shaadi,0,2017,romance,zeenat aman,sandeep anand,asrani,3.9,Sallu Ki Shaadi romance zeenat aman sandeep anand asrani
Saala Khadoos,0,2016,action drama sport,madhavan,ritika singh,mumtaz sorcar,7.6,Saala Khadoos action drama sport madhavan ritika singh mumtaz sorcar
Kyaa Kool Hain Hum 3,0,2016,comedy,tusshar kapoor,aftab shivdasani,krishna abhishek,1.9,Kyaa Kool Hain Hum 3 comedy tusshar kapoor aftab shivdasani krishna abhishek
Mastizaade,0,2016,comedy,tusshar kapoor,vir das,sunny leone,2.3,Mastizaade comedy tusshar kapoor vir das sunny leone
Dil Jo Na Keh Saka,0,2017,romance,himansh kohli,priya banerjee,bhuvnesh mam,7.0,Dil Jo Na Keh Saka romance himansh kohli priya banerjee bhuvnesh mam
Jugni,0,2016,drama,sadhana singh,sugandha garg,anurita jha,6.2,Jugni drama sadhana singh sugandha garg anurita jha
Ghayal Once Again,0,2016,action drama,sunny deol,soha ali khan,om puri,6.4,Ghayal Once Again action drama sunny deol soha ali khan om puri
Obsession,0,2016,drama romance,aditya roy kapoor,katrina kaif,tabu,5.4,Obsession drama romance aditya roy kapoor katrina kaif tabu
Sanam Re,0,2016,drama romance,rishi kapoor,pulkit samrat,yami gautam,3.1,Sanam Re drama romance rishi kapoor pulkit samrat yami gautam
Direct Ishq,0,2016,action comedy romance,rajniesh duggall,nidhi subbaiah,arjun bijlani,4.0,Direct Ishq action comedy romance rajniesh duggall nidhi subbaiah arjun bijlani
Ishq Forever,0,2016,romance,krishna chaturvedi,ruhi singh,javed jaffrey,3.8,Ishq Forever romance krishna chaturvedi ruhi singh javed jaffrey
LoveShhuda,0,2016,comedy romance,girish taurani,navneet kaur dhillon,tisca chopra,4.4,LoveShhuda comedy romance girish taurani navneet kaur dhillon tisca chopra
Neerja,0,2016,biography drama thriller,sonam kapoor,shabana azmi,yogendra tiku,7.7,Neerja biography drama thriller sonam kapoor shabana azmi yogendra tiku
Aligarh,0,2015,biography drama,sukhesh arora,manoj bajpayee,balaji gauri,7.8,Aligarh biography drama sukhesh arora manoj bajpayee balaji gauri
Bollywood Diaries,0,2016,drama,raima sen,salim diwan,ashish vidyarthi,6.0,Bollywood Diaries drama raima sen salim diwan ashish vidyarthi
Love Shagun,0,2016,comedy romance,anuj sachdeva,nidhi subbaiah,manit joura,5.8,Love Shagun comedy romance anuj sachdeva nidhi subbaiah manit joura
Tere Bin Laden Dead Or Alive,0,2016,comedy,parthaa akerkar,krishna bansal,vikrant chaturvedi,4.3,Tere Bin Laden Dead Or Alive comedy parthaa akerkar krishna bansal vikrant chaturvedi
Jai Gangaajal,0,2016,crime drama,priyanka chopra,prakash jha,manav kaul,5.6,Jai Gangaajal crime drama priyanka chopra prakash jha manav kaul
Kapoor & Sons,0,2016,comedy drama romance,sidharth malhotra,fawad khan,alia bhatt,7.7,Kapoor & Sons comedy drama romance sidharth malhotra fawad khan alia bhatt
Rocky Handsome,0,2016,action thriller,john abraham,nishikant kamat,sharad kelkar,6.8,Rocky Handsome action thriller john abraham nishikant kamat sharad kelkar
Love Games,0,2016,thriller,patralekhaa paul,tara-alisha berry,gaurav arora,4.3,Love Games thriller patralekhaa paul tara-alisha berry gaurav arora
Fan,0,2016,action drama thriller,shah rukh khan,sayani gupta,carolina main,7.1,Fan action drama thriller shah rukh khan sayani gupta carolina main
Nil Battey Sannata,0,2015,drama family,swara bhaskar,ratna pathak shah,riya shukla,8.4,Nil Battey Sannata drama family swara bhaskar ratna pathak shah riya shukla
Laal Rang,0,2016,action crime drama,randeep hooda,akshay oberoi,rajniesh duggall,8.0,Laal Rang action crime drama randeep hooda akshay oberoi rajniesh duggall
Baaghi,0,2016,action thriller,shraddha kapoor,tiger shroff,sudheer babu posani,5.2,Baaghi action thriller shraddha kapoor tiger shroff sudheer babu posani
Global Baba,0,2016,thriller,pankaj tripathi,sandeepa dhar,ravi kishan,5.6,Global Baba thriller pankaj tripathi sandeepa dhar ravi kishan
Shortcut Safari,0,2016,adventure drama mystery,jimmy sheirgill,,unknown,6.1,Shortcut Safari adventure drama mystery jimmy sheirgill  unknown
The Blueberry Hunt,0,2016,action thriller,kartik elangovan,vinay forrt,aahana kumra,5.7,The Blueberry Hunt action thriller kartik elangovan vinay forrt aahana kumra
Santa Banta Pvt Ltd,0,2016,comedy crime drama,boman irani,vir das,neha dhupia,2.9,Santa Banta Pvt Ltd comedy crime drama boman irani vir das neha dhupia
Traffic,0,2016,adventure drama thriller,manoj bajpayee,jimmy sheirgill,divya dutta,6.7,Traffic adventure drama thriller manoj bajpayee jimmy sheirgill divya dutta
1920 London,0,2016,horror mystery,sharman joshi,meera chopra,vishal karwal,4.1,1920 London horror mystery sharman joshi meera chopra vishal karwal
Azhar,0,2016,biography drama sport,emraan hashmi,nargis fakhri,prachi desai,5.8,Azhar biography drama sport emraan hashmi nargis fakhri prachi desai
Buddha in a Traffic Jam,0,2016,crime thriller,aanchal dwivedi,mahie gill,pallavi joshi,6.8,Buddha in a Traffic Jam crime thriller aanchal dwivedi mahie gill pallavi joshi
Murari the Mad Gentleman,0,2016,comedy drama,sanjay singh,asrani,natalya llina,5.8,Murari the Mad Gentleman comedy drama sanjay singh asrani natalya llina
Dear Dad,0,2016,drama family,arvind swamy,ekavali khanna,himanshu sharma,6.5,Dear Dad drama family arvind swamy ekavali khanna himanshu sharma
Phobia,0,2016,drama mystery thriller,radhika apte,amrita bagchi,nivedita bhattacharya,6.9,Phobia drama mystery thriller radhika apte amrita bagchi nivedita bhattacharya
Sarbjit,0,2016,biography drama,randeep hooda,aishwarya rai bachchan,richa chadha,7.2,Sarbjit biography drama randeep hooda aishwarya rai bachchan richa chadha
Veerappan,0,2016,action biography crime,sachiin joshi,sandeep bharadwaj,usha jadhav,5.3,Veerappan action biography crime sachiin joshi sandeep bharadwaj usha jadhav
Do Lafzon Ki Kahani,0,2016,action drama romance,kajal aggarwal,anil george,randeep hooda,6.4,Do Lafzon Ki Kahani action drama romance kajal aggarwal anil george randeep hooda
Te3n,0,2016,drama mystery thriller,amitabh bachchan,nawazuddin siddiqui,vidya balan,7.2,Te3n drama mystery thriller amitabh bachchan nawazuddin siddiqui vidya balan
Udta Punjab,0,2016,action crime drama,shahid kapoor,alia bhatt,kareena kapoor,7.8,Udta Punjab action crime drama shahid kapoor alia bhatt kareena kapoor
khel toh ab shuru hoga,0,2016,action thriller,hazel croney,devshi khanduri,ruslaan mumtaz,0.0,khel toh ab shuru hoga action thriller hazel croney devshi khanduri ruslaan mumtaz
Luv U Alia,0,2015,family romance,v. ravichandran,chandan kumar,sudeep,5.3,Luv U Alia family romance v. ravichandran chandan kumar sudeep
7 Hours to Go,0,2016,crime thriller,vipin sharma,sandeepa dhar,aakash dabhade,5.7,7 Hours to Go crime thriller vipin sharma sandeepa dhar aakash dabhade
Raman Raghav 2.0,0,2016,crime drama thriller,nawazuddin siddiqui,vicky kaushal,sobhita dhulipala,7.3,Raman Raghav 2.0 crime drama thriller nawazuddin siddiqui vicky kaushal sobhita dhulipala
Junooniyat,0,2016,drama romance,pulkit samrat,yami gautam,gulshan devaiah,4.2,Junooniyat drama romance pulkit samrat yami gautam gulshan devaiah
Rough Book,0,2016,drama,tannishtha chatterjee,mukesh hariawala,amaan f khan,7.3,Rough Book drama tannishtha chatterjee mukesh hariawala amaan f khan
Rainbow,0,2015,drama,krrish chhabria,hetal gada,vipin sharma,8.0,Rainbow drama krrish chhabria hetal gada vipin sharma
Fredrick,0,2016,action thriller,avinash dhyani,prashant narayanan,tulna butalia,5.0,Fredrick action thriller avinash dhyani prashant narayanan tulna butalia
Dil Toh Deewana Hai,0,2016,drama romance,zeenat aman,raj babbar,meenu bhardwaj,7.1,Dil Toh Deewana Hai drama romance zeenat aman raj babbar meenu bhardwaj
Sultan,0,2016,action drama sport,salman khan,anushka sharma,kubbra sait,7.0,Sultan action drama sport salman khan anushka sharma kubbra sait
Brahman Naman,0,2016,comedy,shashank arora,tanmay dhanania,chaitanya varad,5.6,Brahman Naman comedy shashank arora tanmay dhanania chaitanya varad
Great Grand Masti,0,2016,comedy drama fantasy,urvashi rautela,riteish deshmukh,vivek oberoi,3.7,Great Grand Masti comedy drama fantasy urvashi rautela riteish deshmukh vivek oberoi
